#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVT_MNM_20015_TT;You picked the wrong neighbor, my friends...;Il semble que vous ayez choisi le mauvais voisin...;Ihr habt euch die falschen Nachbarn ausgesucht, meine Freunde ...;;Escogisteis a la persona equivocada...;;;;;;;;;x
EVTOPTB_MNM_7801_TOOLTIP;Stop the ritual and spare §Y[dark_divorce_target.GetTitledFirstName]§!'s life. [dark_divorce_target.GetSheHeCap] will be none the wiser.\n;Vous arrêtez le rituel et épargnez ainsi la vie §Y[dark_divorce_target.Get_du_TitledFirstNameJ]§!. [dark_divorce_target.GetIlElleCap] n'en saura rien.\n;Stoppt das Ritual und verschont das Leben von §Y[dark_divorce_target.GetTitledFirstName]§!. [dark_divorce_target.GetSheHeCap] wird nichts davon erfahren.\n;;Detienes el ritual y le salvas la vida a §Y[dark_divorce_target.GetTitledFirstName]§! sin que se entere de nada.\n;;;;;;;;;x
EVTOPTB_MNM_7815;A wolf shall be my protector.;Un loup sera mon protecteur.;Ein Wolf soll mein Beschützer sein.;;Me acojo a la protección del lobo.;;;;;;;;;x
EVTOPTB_MNM_7826;I'm sure [corrupt_priest_target.GetSheHe]'s not quite as virtuous as [corrupt_priest_target.GetSheHe] pretends to be!;Je suis sûr[Root.Get_E] qu'[corrupt_priest_target.GetIlElle] n'est pas aussi vertueu[corrupt_priest_target.GetXSe] qu'[corrupt_priest_target.GetIlElle] le prétend !;Ich bin sicher, [corrupt_priest_target.GetSheHe] ist nicht ganz so tugendhaft, wie [corrupt_priest_target.GetSheHe] sich gibt!;;¡Seguro que no es el dechado de virtudes que nos quiere hacer creer!;;;;;;;;;x
EVTOPTB_MNM_7826_TOOLTIP;Send people to find out whether §Y[corrupt_priest_target.GetTitledFirstName]§! has any virtues [corrupt_priest_target.GetSheHe] might not whole-heartedly believe in.\n;Vous envoyez des personnes enquêter sur §Y[corrupt_priest_target.Get_le_TitledFirstNameJ]§! pour savoir [corrupt_priest_target.GetSilSielle] aurait des vertus auxquelles [corrupt_priest_target.GetIlElle] n'adhère pas entièrement.\n;Entsendet jemanden, um herauszufinden, ob es Tugenden gibt, an die §Y[corrupt_priest_target.GetTitledFirstName]§! nicht mit voller Überzeugung glaubt.\n;;Envías a tus agentes para que averigüen si hay alguna virtud con la que §Y[corrupt_priest_target.GetTitledFirstName]§! no comulgue por completo.;;;;;;;;;x
EVTOPTB_MNM_7835;...and beseech [Root.GetDWDevil] to empower me!;...et supplier [Root.GetDWDevil] de me soutenir !;... und [Root.GetDWDevil] anflehen, mir Kraft zu geben!;;¡Que [Root.GetDWDevil] me asista!;;;;;;;;;x
EVTOPTB_MNM_7835_TOOLTIP;§Y[corrupt_priest_target.GetTitledFirstName]§! cannot possibly stand against [Root.GetDWDevil]!\n;§Y[corrupt_priest_target.Get_Le_TitledFirstNameJ]§! ne peut en aucun cas lutter contre [Root.GetDWDevil] !\n;§Y[corrupt_priest_target.GetTitledFirstName]§! kann nichts gegen [Root.GetDWDevil] ausrichten!\n;;¡§Y[corrupt_priest_target.GetTitledFirstName]§! no puede hacerle frente a [Root.GetDWDevil]!\n;;;;;;;;;x
EVTOPTB_MNM_7839;Unfortunately I cannot do so at this time.;Malheureusement, je ne peux pas le faire en ce moment.;Leider kann ich das im Moment nicht tun.;;Por desgracia, no puedo hacerlo esta vez.;;;;;;;;;x
EVTOPTB_MNM_7841;No, I'll be merciful...;Non, je serai miséricordieu[Root.GetXSe]...;Nein, ich werde mich gnädig zeigen ...;;No, tendré piedad.;;;;;;;;;x
EVTOPTB_MNM_7841_TOOLTIP;§Y[possess_courtier_target.GetTitledFirstName]§! will be none the wiser.\n;§Y[possess_courtier_target.Get_Le_TitledFirstNameJ]§! ne s'en rendra aucunement compte.\n;§Y[possess_courtier_target.GetTitledFirstName]§! wird nichts merken.\n;;§Y[possess_courtier_target.GetTitledFirstName]§! no se enterará de nada.\n;;;;;;;;;x
EVTOPTB_MNM_7855;You have no idea who are you are dealing with...!;Vous n'avez aucune idée de qui vous avez affaire !;Ihr habt keine Ahnung, mit wem Ihr es zu tun habt!;;¡No tienes ni idea de con quién estás tratando!;;;;;;;;;x
EVTOPTB_MNM_7855_TT;You pull out your enchanted dagger and jam it into your leg, where you have engraved the emergency symbol.\n;Vous sortez votre poignard ensorcelé et l'enfoncez dans votre jambe, où vous avez gravé le symbole d'urgence.\n;Ihr zieht Euren verzauberten Dolch und rammt ihn dort in Euer Bein, wo Ihr das Notfallsymbol eingraviert habt.\n;;Sacas tu daga encantada y la presionas contra tu pierna, donde tienes grabado el símbolo de emergencia.\n;;;;;;;;;x
EVTOPTB_MNM_7855_TT_plural;Your attackers stagger away in shock.\n;Vos attaquants chancellent, sous le choc.\n;Eure Angreifer taumeln entsetzt zurück.\n;;Tus atacantes retroceden con sorpresa.\n;;;;;;;;;x
EVTOPTB_MNM_7855_TT_singular;Your attacker staggers away in shock.\n;Votre attaquant chancelle, sous le choc.\n;Euer Angreifer taumelt entsetzt zurück.\n;;Tu atacante retrocede con sorpresa.\n;;;;;;;;;x
EVTOPTB_MNM_20000;No way! [satanic_orgiast.GetPossPronounCap] debaucheries never end well...;D'aucune façon ! Sa débauche va mal finir...;Niemals! Solche Ausschweifungen nehmen niemals ein gutes Ende ...;;¡Ni hablar! Su desenfreno nunca acaba en nada bueno...;;;;;;;;;x
EVTOPTB_MNM_20012;I don't want to risk riling up the rabble.;Je ne veux pas risquer d'énerver la populace.;Ich möchte nicht riskieren, das Gesindel gegen mich aufzubringen.;;No quiero irritar a la plebe.;;;;;;;;;x
EVTOPTB_MNM_20014_B;Let [Root.GetDWDevil]'s lust fill our bodies!;Que la luxure de [Root.GetDWDevil] emplisse nos corps !;[Root.GetDWDevil] soll unsere Körper mit Lust füllen!;;¡Que la lujuria de [Root.GetDWDevil] llene nuestros cuerpos!;;;;;;;;;x
EVTOPTB_MNM_20015_B;Let all [Root.Capital.GetName] hear our roars!;Que tout [Root.Capital.GetName] entende nos hurlements !;Lasst unsere Schreie jeden in [Root.Capital.GetName] hören!;;¡Que toda [Root.Capital.GetName] nos oiga rugir!;;;;;;;;;x
EVTOPTB_MNM_20032;We should think this through...;Nous devrions y réfléchir...;Wir sollten alles noch einmal überdenken ...;;Deberíamos pensarlo mejor...;;;;;;;;;x
EVTOPTB_MNM_20043;I don't like it...;Je n'aime pas ça...;Das gefällt mir nicht ...;;No me gusta...;;;;;;;;;x
EVTOPTB_MNM_20045;Host a decadent feast in the idiot's name!;Organiser une fête décadente au nom de cet idiot !;Veranstaltet ein dekadentes Festmahl zu Ehren dieses Idioten!;;¡Celebra un festín decadente en nombre de ese/a idiota!;;;;;;;;;x
EVTOPTB_MNM_20061;No, dreams are just meaningless nonsense.;Non, les rêves n'ont pas de sens.;Nein, Träume sind einfach Unfug ohne jedwede Bedeutung.;;No, esos sueños no tienen sentido.;;;;;;;;;x
EVTOPTB_MNM_20081;No... I have a bad feeling about this.;Non, j'ai un mauvais pressentiment.;Nein... Ich habe ein schlechtes Gefühl bei dieser Sache.;;No... Tengo un mal presentimiento...;;;;;;;;;x
EVTOPTB_MNM_20103;No, I'll just have to be patient.;Non, je dois juste être patient[Root.Get_E].;Nein, ich werde einfach Geduld haben müssen.;;No, debo tener paciencia.;;;;;;;;;x

EVTOPTC_MNM_7815;I summon the owl, master of the night!;Un hibou, le maître de la nuit;Ich beschwöre die Eule, Meisterin der Nacht!;;Invoco al búho, ¡el rey de la noche!;;;;;;;;;x
EVTOPTC_MNM_7826;No, I don't think this is productive.;Je ne pense pas que cela puisse être productif.;Nein, das ist einfach nicht produktiv.;;No me parece productivo.;;;;;;;;;x
EVTOPTC_MNM_7826_TOOLTIP;Give up your attempt at corrupting §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;Vous abandonnez votre tentative de corrompre [corrupt_priest_target.Get_le_TitledFirstNameJ].\n;Gebt Euren Versuch auf, §Y[corrupt_priest_target.GetTitledFirstName]§! zu korrumpieren.\n;;Desistes en el intento de corromper a §Y[corrupt_priest_target.GetTitledFirstName]§!.;;;;;;;;;x
EVTOPTC_MNM_7830;...and coat my words in honey.;...et adoucir mon propos.;... und meine Worte honigsüß klingen lassen.;;La tinta estará mezclada con miel.;;;;;;;;;x
EVTOPTC_MNM_7830_TOOLTIP;Well-chosen words will likely have a better effect on §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;Des mots bien choisis auront sûrement un meilleur effet sur [corrupt_priest_target.Get_le_TitledFirstNameJ].\n;Sorgfältig gewählte Worte werden sicher eine bessere Wirkung auf §Y[corrupt_priest_target.GetTitledFirstName]§! haben.\n;;Debo elegir bien las palabras para que tengan más efecto en §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTC_MNM_7835;...and coat my words in honey.;...et enrober mon propos.;... und meine Worte honigsüß klingen lassen.;;La tinta estará mezclada con miel.;;;;;;;;;x
EVTOPTC_MNM_7835_TOOLTIP;Well-chosen words will likely have a better effect on §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;Des mots bien choisis auront sûrement un meilleur impact sur [corrupt_priest_target.Get_le_TitledFirstNameJ].\n;Sorgfältig gewählte Worte werden sicher eine bessere Wirkung auf §Y[corrupt_priest_target.GetTitledFirstName]§! haben.\n;;Debo elegir bien las palabras para que tengan más efecto en §Y[corrupt_priest_target.GetTitledFirstName]§!.\n;;;;;;;;;x
EVTOPTC_MNM_7855_A;Then again, perhaps you could? For a price?;Cette fois encore, vous pourriez peut-être... en échange d'une somme d'or ?;Andererseits, könntet Ihr es vielleicht doch tun? Für einen Preis?;;Sin embargo, ¿no quieres pensarlo? ¿Por un precio?;;;;;;;;;x
EVTOPTC_MNM_7855_B;Let's not be hasty...! We can sort this out, with gold?;Ne soyons pas hâtifs ! On peut régler ça avec de l'or ?;Lasst uns nichts übereilen! Können wir das mit Gold regeln?;;No nos precipitemos. Podríamos resolverlo... ¿quizá con oro?;;;;;;;;;x
EVTOPTC_MNM_7855_B_again;Oh, come on... N-not again. Let's talk about this!;Oh, allez... Pas encore. Parlons-en !;Ach, kommt schon ... Nicht schon wieder. Lasst uns über diese Angelegenheit reden!;;Venga ya... O-otra vez no. ¡Hablemos!;;;;;;;;;x
EVTOPTC_MNM_7855_C;Woah, woah... Let's be civilized... You seem like businessmen!;Eh bien, eh bien... Restons civilisés... Vous semblez être des hommes d'affaires !;He, langsam ... Lasst uns vernünftig sein ... Ihr wirkt wie gescheite Kaufleute!;;A ver, a ver... Seamos civilizados. Parecéis hombres de negocios.;;;;;;;;;x
EVTOPTC_MNM_7855_D;I don't suppose you'd be willing to walk out of here, a rich man?;Je suppose que vous voudriez sortir d'ici en homme riche ?;Wie würde es Euch gefallen, als reicher Mann wegzugehen?;;¿Te interesaría marcharte de aquí con grandes riquezas?;;;;;;;;;x
EVTOPTC_MNM_7855_D_again;H-how about I line your pockets with more gold than you can carry?;Que diriez-vous d'avoir plus d'or que vous ne pourriez en transporter ?;Wie wäre es, wenn ich Eure Taschen mit mehr Gold füllen würde, als Ihr tragen könnt?;;¿Y si os lleno los bolsillos con más oro del que podáis llevar?;;;;;;;;;x
EVTOPTC_MNM_20062;Pretend to walk into this trap...;Faire semblant de tomber dans ce piège...;Vorgeben, geradewegs in die Falle zu gehen ...;;Hazle creer que has caído en la trampa...;;;;;;;;;x

EVTOPTD_MNM_7815;The raven will grant me its wit.;Le corbeau m'accordera son intelligence.;Der Rabe wird mir seine Scharfsinnigkeit gewähren.;;Que el cuervo me brinde su sabiduría.;;;;;;;;;x
EVTOPTD_MNM_7830;...and use my knowledge of [Root.Religion.GetScriptureName] to convince [corrupt_priest_target.GetHerHim].;...et utiliser mes connaissances sur [Root.Get_le_Scripture] pour [corrupt_priest_target.GetLeLa] convaincre.;... und mein Wissen über das Werk "[Root.Religion.GetScriptureName]" verwenden, um [corrupt_priest_target.GetHerHim] zu überzeugen.;;Voy a usar mis conocimientos de las sagradas escrituras para convencer a [corrupt_priest_target.Religion.GetTitledFirstName].;;;;;;;;;x
EVTOPTD_MNM_7830_TOOLTIP;With well-founded arguments §Y[corrupt_priest_target.GetTitledFirstName]§! will likely see the reason in my words.\n;Avec de solides arguments, [corrupt_priest_target.Get_le_TitledFirstNameJ] verra sûrement du bon sens dans mon propos.\n;Mit starken Argumenten wird §Y[corrupt_priest_target.GetTitledFirstName]§! bestimmt erkennen, dass meine Worte vernünftig sind.\n;;§Y[corrupt_priest_target.GetTitledFirstName]§! sabrá darme la razón si me expreso con argumentos de peso.\n;;;;;;;;;x
EVTOPTD_MNM_7835;...and use my knowledge of the [Root.Religion.GetScriptureName] to convince [corrupt_priest_target.GetHerHim].;...et utiliser mes connaissances sur [Root.Get_le_Scripture] pour [corrupt_priest_target.GetLeLa] convaincre.;... und mein Wissen über das Werk "[Root.Religion.GetScriptureName]" verwenden, um [corrupt_priest_target.GetHerHim] zu überzeugen.;;Voy a usar mis conocimientos de las sagradas escrituras para convencer a [corrupt_priest_target.GetTitledFirstName].;;;;;;;;;x
EVTOPTD_MNM_7835_TOOLTIP;With well-founded arguments §Y[corrupt_priest_target.GetTitledFirstName]§! will likely see the reason in my words.\n;Avec de solides arguments, [corrupt_priest_target.Get_le_TitledFirstNameJ] verra sûrement du bon sens dans mon propos.\n;Mit starken Argumenten wird §Y[corrupt_priest_target.GetTitledFirstName]§! bestimmt erkennen, dass meine Worte vernünftig sind.\n;;§Y[corrupt_priest_target.GetTitledFirstName]§! sabrá darme la razón si me expreso con argumentos de peso.\n;;;;;;;;;x
EVTOPTD_MNM_7855;W-wait! I can give you names! Track down [other_member_to_blame.GetSocietyRank] [other_member_to_blame.GetFirstName] instead!;Attendez ! Je peux vous donner des noms ! Arrêtez [other_member_to_blame.Get_le_SocietyRank] [other_member_to_blame.GetFirstName] à ma place !;Wartet! Ich kann Euch Namen nennen! Verfolgt statt mir [other_member_to_blame.GetSocietyRank] [other_member_to_blame.GetFirstName]!;;¡U-un momento! ¡Puedo dar nombres! ¡Buscad [other_member_to_blame.GetAlAla] [other_member_to_blame.GetSocietyRank] [other_member_to_blame.GetFirstName] en vez de a mí!;;;;;;;;;x

EVTOPTE_MNM_7855;*drool*;*Bave*;*sabber*;;*babea*;;;;;;;;;x

EVTTITLE_MNM_7855_A;The Demon Slayer;Le tueur de démon;Der Dämonenschlächter;;La Matademonios;;;;;;;;;x
EVTTITLE_MNM_7855_A_again;The Return of the Slayer;Le retour du tueur;Die Rückkehr des Schlächters;;El regreso de la Matademonios;;;;;;;;;x
EVTTITLE_MNM_7855_B;The Angry Villagers;Les villageois en colère;Die wütenden Dorfbewohner;;Los aldeanos enfurecidos;;;;;;;;;x
EVTTITLE_MNM_7855_B_again;The Angry Villagers Return;Le retour des villageois en colère;Die Rückkehr der wütenden Dorfbewohner;;El regreso de los aldeanos enfurecidos;;;;;;;;;x
EVTTITLE_MNM_7855_E;An Affront to [Root.Religion.GetHighGodName];Un affront [Root.Get_au_HighGod];Eine Beleidigung von [Root.Religion.GetHighGodName];;Una afrenta a [Root.Religion.GetHighGodName];;;;;;;;;x
EVTTITLE_MNM_7855_E_again;Still an Affront to [Root.Religion.GetHighGodName];Encore un affront [Root.Get_au_HighGod];Noch immer eine Beleidigung von [Root.Religion.GetHighGodName];;Otra afrenta a [Root.Religion.GetHighGodName];;;;;;;;;x
EVTTITLE_MNM_20034;A Grand Summoning;Une grande invocation;Die große Beschwörung;;Una gran invocación;;;;;;;;;x
EVTTITLE_MNM_20061;Songs of Anguish;Cantiques de l'angoisse;Lieder der Pein;;Canciones de angustia;;;;;;;;;x

EVTTOOLTIP_MNM_6993;You will have to await a new recruiter from the clandestine society.;Vous devrez attendre un nouveau recruteur de la société clandestine.;Ihr werdet auf einen neuen Anwerber der geheimen Gesellschaft warten müssen.;;Tendrás que esperar a que venga otro iniciador de la sociedad clandestina.;;;;;;;;;x
EVTTOOLTIP_MNM_6995;You will have to await a new recruiter from the clandestine society.;Vous devrez attendre un nouveau recruteur de la société clandestine.;Ihr werdet auf einen neuen Anwerber der geheimen Gesellschaft warten müssen.;;Tendrás que esperar a que venga otro iniciador de la sociedad clandestina.;;;;;;;;;x
EVTTOOLTIP_MNM_20080;This might take a while...;Cela pourrait prendre un certain temps...;Dies könnte eine Weile dauern...;;Puede que esto tarde un poco...;;;;;;;;;x
EVTTOOLTIP_MNM_20081;The plan to abduct [This.GetFirstName] is set in motion.;Le plan visant à enlever [This.GetFirstName] est en marche.;Der Plan, [This.GetFirstName] zu entführen, wird in die Wege geleitet.;;El plan para secuestrar a [This.GetFirstName] está en marcha.;;;;;;;;;x
EVTTOOLTIP_MNM_20082_PERP;My guards tell me they suspect [From.GetTitledName] of this outrage!;Mes gardes m'ont dit qu'ils soupçonnent [From.Get_le_TitledName] !;Meine Wachen teilen mir mit, dass sie [From.GetTitledName] im Verdacht haben, hinter dieser Schandtat zu stecken!;;¡Mis guardias me dicen que sospechan de [From.GetTitledName] como responsable de este ultraje!;;;;;;;;;x

MNM.7500.a;Plunge my knife into [From.GetHerHis] chest!;Enfoncer mon couteau dans sa poitrine !;Stoßt das Messer in [From.GetHerHis]e Brust!;;¡Le clavo la daga en el pecho!;;;;;;;;;x
MNM.7500.d;As [From.GetTitledFirstName] is bound to the altar [From.GetSheHe] appears to be mumbling prayers through [From.GetHerHis] gag. [From.GetSheHeCap] is sweating profusely, either due to the heat from the nearby pyres or from fear. [From.GetHerHisCap] holy vestments hang in tatters already, exposing [From.GetHerHis] chest. As the appointed hour draws near the chanting of your brethren builds to a crescendo until, finally, it is time.;Alors que [From.Get_le_TitledFirstName] est ligoté[From.Get_E] sur l'autel, [From.GetIlElle] semble murmurer des prières à travers son bâillon. [From.GetIlElleCap] transpire abondamment, soit à cause de la chaleur des bûchers voisins, soit de peur. Ses vêtements sacrés pendent déjà en lambeaux, exposant sa poitrine. Alors que l'heure prévue s'approche, le chant de vos frères s'accentue crescendo jusqu'à ce que, enfin, le moment soit venu.;[From.GetTitledFirstName] ist an den Altar gefesselt und [From.GetSheHe] scheint durch den Knebel Gebete zu murmeln. [From.GetHerHisCap] Körper ist schweißnass, sei es aufgrund der Hitze der umliegenden Scheiterhaufen oder aus Angst. Das heilige Gewand hängt [From.Getihmihr] in Fetzen von der Brust. Als die angesetzte Stunde näher rückt, wächst der Gesang Eurer Brüder zu einem Crescendo heran, bis es endlich so weit ist.;;Han atado a [From.GetTitledFirstName] al altar. Crees oír sus súplicas a través de la mordaza. Está sudando como un animal por el miedo o por las piras encendidas a su alrededor. Sus santas vestiduras han quedado reducidas a jirones y su pecho ha quedado al descubierto. Se acerca la hora prevista y los cánticos de los miembros de la orden llegan a un punto álgido. Es el momento.;;;;;;;;;x
MNM.7502.a;Good sacrifices are in short supply.;Les bons sacrifices se font rares.;Gute Opfer bekommt man nicht alle Tage.;;Nunca está de más un buen sacrificio.;;;;;;;;;x
MNM.7502.d;Bound and gagged, [From.GetTitledFirstName] is carried out of [From.GetHerHis] cell and dropped into the cauldron. As your acolytes slam down the lid and lock it securely you drop your flaming torch into the firewood stacked around the pot, setting it ablaze. Soon the water within will come to the boil and another soul will be sent to [Root.GetDWDevil].;Ligoté[From.Get_E] et bâillonné[From.Get_E], [From.Get_le_TitledFirstName] est traîné[From.Get_E] hors de sa cellule et jeté[From.Get_E] dans le chaudron. Tandis que vos acolytes remettent le couvercle et le verrouillent, vous déposez votre torche enflammée dans les bouts de bois empilés autour, le mettant en flammes. Bientôt l'eau à l'intérieur sera en ébullition et une autre âme sera envoyée à [Root.GetDWDevil].;[From.GetTitledFirstName] wird gefesselt und geknebelt aus der Zelle getragen und in den Kessel geworfen. Als Eure Akolythen den Deckel schließen und verriegeln, steckt Ihr die brennende Fackel in das Feuerholz um den Topf und alles geht in Flammen auf. Bald wird das Wasser darin zu kochen anfangen und eine weitere Seele wird [Root.GetDWDevil] geopfert.;;Tus acólitos sacan a la víctima de la celda, la atan, la amordazan y la meten en un caldero. Procedes a prender fuego a la leña colocada bajo él. El recipiente empieza a calentarse. Pronto el agua hervirá y habréis entregado otra alma a [Root.GetDWDevil].;;;;;;;;;x
MNM.7503.d;Your acolytes place little [From.GetFirstName] on the altar and fasten [From.GetHerHim] firmly in place. You step forward and [From.GetHerHis] confusion suddenly becomes terror as [From.GetSheHe] sees the knife in your hand. [From.GetHerHisCap] pitiful scream has only just begun before you slit [From.GetHerHis] throat.;Vos acolytes placent [From.GetLeLa] petit[From.Get_E] [From.GetFirstName] sur l'autel et l'attache pour [From.GetLeLa] tenir fermement en place. Vous vous avancez et sa confusion devient soudainement de la terreur alors qu'[From.GetIlElle] voit le couteau dans votre main. Vous lui tranchez la gorge.;Eure Akolythen legen klein [From.GetFirstName] auf den Altar und binden [From.GetHerHim] fest. Ihr macht einen Schritt nach vorn und [From.GetHerHis]e Verwirrung verwandelt sich plötzlich zu Grauen, als [From.GetSheHe] das Messer in Eurer Hand erblickt. [From.GetHerHisCap] erbärmlicher Schrei des Entsetzens hat gerade erst begonnen, als Ihr From.Getihmihr] die Kehle durchtrennt.;;Tus acólitos atan firmemente a [From.GetFirstName] al altar. Das un paso adelante y ves su confusión transformarse en terror al reparar en la daga que llevas en la mano. Emite un grito lamentable que cesa en cuanto le cortas el cuello.;;;;;;;;;x
